,state,district,latitude,longitude,population,male,female,literate,literate males,literate females,Scheduled Caste,Scheduled Castes - Males,Scheduled Castes - Females,Scheduled Tribes,Scheduled Tribes - Males,Scheduled Tribes - Females,Workers,Male workers,Female workers,Main workers,Marginal workers,Non-workers,Cultivator workers,Agricultural workers,Household workers,Other workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other religions,Religion not stated,Households with LPG or PNG,Households with electric lightning,Households with internet,Households with computer,Rural households,Urban households,households,Below primary education,Higher graduation,Graduate education,Individuals in age group 0-29 years,Individuals in age group 30-49 years,Individuals in age group above 50 years,Households with bicycle,Households with car/jeep/van,Households with radio transistor,Households with scooter motorcycle moped,Households with landline only,Households with mobile only,"households with tv,computer,laptop,telephone,mobile phone,scooter and car",Households with television,Households with mobile phone,Households with telephone and mobile phone both,Occupied houses - Dilapidated,Households with kitchen inside house,Households with bathing facility,Owned households,Rented households,Households using uncovered well water for drinking,Households using handpump/tubewell/borewell for drinking water,Households using spring water for drinking,Households using river/canal water for drinking,Households with drinking water from spring/river/canal/tank/pond/lake/other sources,Househlds with drinking water near house,Households with drinking water source within premises,Households using pond/lake water for drinking,Households using tapwater for drinking,Households with tubewell/borehole for drinking water,Household size: 1 person,Household size: 2 persons,Household size: 1-2 persons,Household size: 3 persons,Household size: 3-5 persons,Household size: 4 persons,Household size: 5 persons,Household size: 6-8 persons,Household size: 9+ persons,Households with drinking water away from house,sex ratio,Literacy rate
47,Assam,Lakhimpur,27.14128805970149,94.0775949253732,1042137,529674,512463,683486,375552,307934,81840,41689,40151,249426,126716,122710,429995,282250,147745,283533,146462,612142,239377,43922,10983,135713,797130,193476,46217,412,1074,250,2410,1168,32104,60296,1948,15011,293239,34694,327933,126950,82885,44212,639385,268872,133615,133214,6904,57507,25699,3071,86234,3851,45689,92394,3089,18746,185022,73904,183814,12407,74157,100592,506,8173,14581,51962,115599,3820,10937,23337,4451,11429,15880,26384,113696,46006,41306,59383,14313,35711,0.9675064284824251,65.58504304136596
48,Assam,Nagaon,26.26462170626351,92.9306191144708,2823768,1439112,1384656,1710716,921850,788866,266350,136473,129877,115153,57759,57394,979998,766728,213270,734993,245005,1843770,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,61,3143,89206,195631,5121,45956,674999,124186,799185,392616,115864,66994,1778277,678034,366112,333149,13979,90067,47693,10616,246649,8180,127523,271238,13973,70948,385346,250174,509358,32751,58447,436923,2584,8543,27726,111783,362290,4760,33210,35623,14457,43763,58220,81779,302531,116769,103983,160725,39381,86784,0.9621599986658439,60.582739091880065
49,Assam,Nalbari,26.46323767605632,91.40598521126763,771639,396006,375633,531771,293184,238587,60216,30654,29562,23364,11692,11672,267623,210202,57421,196773,70850,504016,58070,34984,19302,155267,491582,277488,429,62,27,1004,9,1038,37849,68313,1631,12360,210706,28238,238944,75866,71734,39368,442061,211320,117809,107774,4785,60699,18810,3749,80390,2667,45938,86710,2571,14560,134737,80855,149314,4519,2272,144604,7,1134,3304,29026,109448,224,4373,1234,3526,8612,12138,19755,91709,37258,34696,42345,9160,16878,0.9485538097907608,68.91447943921963
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,1924110,983904,940206,1108572,620525,488047,109130,55817,53313,232207,117685,114522,770606,537195,233411,558325,212281,1153504,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,221,4909,70047,133368,4358,31254,483325,64528,547853,216097,90385,49901,1159991,501239,261648,275119,11760,76121,39796,6865,147652,7942,106909,163277,8760,37004,310383,177951,323644,22030,186802,135176,2739,15114,24900,104501,207718,1749,33448,16215,10246,27709,37955,57488,219954,86521,75945,108021,20969,74680,0.9555871304517514,57.614793333021495
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,1327929,680231,647698,798322,453449,344873,37688,19443,18245,82066,41769,40297,557196,366623,190573,410188,147008,770733,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,395,1873,70471,161718,5135,27948,290704,90910,381614,150893,61040,38152,799874,352158,175377,168890,13323,47780,31363,5236,111267,8908,111738,124737,8234,13442,248246,167479,179202,37251,12270,222501,728,2163,6464,69408,177588,1025,25386,57599,9188,20339,29527,36547,147468,57086,53835,76134,15254,21387,0.952173599850639,60.11782256430879
52,Bihar,Araria,26.211528119180603,87.30766554934816,2811569,1463333,1348236,1195768,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,696410,373483,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,63,3955,17004,43290,2561,29796,659061,44213,703274,625357,68177,39627,1872943,612012,324091,279254,5041,125606,31983,8513,225586,1645,40387,240730,6631,21557,295636,225043,550065,6185,718,543136,34,611,8327,213049,317350,511,8056,54827,12500,67876,80376,73656,277849,97412,106781,175194,28036,31056,0.9213459957507963,42.530274021373835
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,136783,91371,1626969,564571,340948,195301,7145,102946,32335,8511,221469,2292,45871,235248,5268,25019,367543,166509,377134,6754,12987,349524,170,221,6326,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,0.926218108356513,57.71495543632014
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,246324,589477,23258,69937,551789,427343,979132,381695,310762,253253,2211996,909771,571932,192027,33322,94872,230188,34570,454647,43514,403594,526483,37266,38022,614224,616355,580691,138210,136042,106395,1197,1840,22772,198011,422166,3542,459847,47614,22399,63485,85884,88118,415993,174101,153774,186833,47877,116410,0.9232744201127687,67.64783121091557
55,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,136783,91371,1626969,564571,340948,195301,7145,102946,32335,8511,221469,2292,45871,235248,5268,25019,367543,166509,377134,6754,12987,349524,170,221,6326,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,0.926218108356513,57.71495543632014
56,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,246324,589477,23258,69937,551789,427343,979132,381695,310762,253253,2211996,909771,571932,192027,33322,94872,230188,34570,454647,43514,403594,526483,37266,38022,614224,616355,580691,138210,136042,106395,1197,1840,22772,198011,422166,3542,459847,47614,22399,63485,85884,88118,415993,174101,153774,186833,47877,116410,0.9232744201127687,67.64783121091557
57,Bihar,Banka,24.832355642023337,86.8664916342413,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,15459,62359,1704,22300,425604,18492,444096,408188,63103,35767,1291235,462080,278863,159201,3258,78757,24398,6235,170898,1339,32859,181116,3983,25641,341709,88429,372571,3728,94533,253728,329,5796,11712,161124,108991,466,15071,2243,6776,32221,38997,41314,181580,65753,74513,128170,31266,109898,0.9067441947635737,47.44144649770023
58,Bihar,Begusarai,25.54302613168723,86.12560144032932,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,591811,346371,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690,49493,120373,4644,43127,594377,139248,733625,577601,144783,101836,1951688,644874,369996,295852,9821,106532,41377,13978,309910,4767,76761,334335,10447,67430,494402,193224,577162,10968,14845,547417,135,211,9665,219003,313654,658,21384,4641,13797,71413,85210,73578,286725,101080,112067,184650,39525,63453,0.894888560019392,52.13437552284247
59,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,534129,449399,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569,63241,174534,6764,46929,522527,130634,653161,614644,154643,118843,1952879,674660,397654,220531,8644,131976,47618,13542,284153,8210,117040,308044,10349,48643,447618,208730,540365,13460,58207,437176,208,1431,16767,209060,250177,883,45919,30554,9815,49203,59018,63325,264904,96431,105148,191216,48168,104069,0.8801977887715445,51.78364627163514
60,Bihar,Bhojpur,25.50666439393939,84.49407803030304,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,45763,62153,3661,34658,434559,77368,511927,581580,163303,131137,1722387,613072,387389,206776,7391,119372,43689,11934,246774,4227,87879,268330,9622,35885,386150,216412,401256,9625,4543,387248,81,268,5428,78650,312557,464,15589,3508,8370,25259,33629,29472,142899,49809,63618,150381,88646,24348,0.9074700429256561,58.61116028510409
61,Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,299252,35405,334657,331675,89306,64117,1074754,375372,253998,137996,5341,78643,26325,7107,162604,2034,48405,174119,4408,27055,244087,130771,254972,4718,4471,240965,94,212,4002,54463,188476,301,10728,3437,4625,15443,20068,18203,88936,30535,40198,96849,56545,19459,0.9216173391878393,58.00719898356259
62,Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,2059949,1877436,1816634,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,731347,492293,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,101,8232,59510,127442,6280,53205,907174,95539,1002713,672797,152540,129597,2535344,865971,529314,320695,10325,199508,52586,17179,407567,5197,80085,440719,15973,65837,592006,247667,785953,10615,868,771056,111,860,11188,332426,345511,1245,19499,38607,18736,97067,115803,102760,396000,141310,151930,249637,44346,127849,0.9113992627972829,46.138084032930486
63,Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,696289,111282,807571,902272,191824,131163,2810026,936630,537333,294227,11827,161992,59202,16741,356281,7865,107970,383973,10951,51489,648810,260921,665673,18754,57516,577098,573,1505,12336,246837,312298,1279,37002,15636,10388,43065,53453,51094,252000,86740,114166,262055,122997,131370,0.9374763408610206,52.32052608064184
64,Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631,31193,69375,3707,33596,515925,38133,554058,540603,123249,79109,1642807,546202,370662,312727,9508,154764,51902,13560,296491,3571,61380,316314,6263,33324,370511,209045,412706,5453,950,399026,70,229,3307,143078,255329,417,16485,786,7841,23345,31186,29960,145088,49267,65861,157982,87471,23320,1.0210465532719186,53.98093373489273
65,Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,325909,30851,356760,420472,56137,29633,1135919,392052,227016,113424,4842,51172,18411,8130,147950,1341,27056,159792,3712,24808,275316,64170,300265,5351,117154,162989,844,5009,10169,153708,66941,866,12828,2079,5498,25310,30808,30414,132724,47218,55092,102930,41829,87642,0.9217052520347924,48.77218594584769
66,Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,186660,28132,214792,211761,68748,45519,714244,254582,155106,69637,2522,49416,13682,3263,94340,1251,32086,100130,2527,15987,171798,74772,176076,4205,5236,165527,56,54,3149,60659,99381,159,6054,1009,3148,11836,14984,14459,69576,24518,30599,65873,31213,21606,0.9217001205638151,54.99634323961422
67,Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,1600430,1470599,1280190,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,667602,345964,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,6522,32570,60900,2941,27263,668232,69838,738070,472616,88498,57114,2054202,660403,353483,285976,5118,132058,35004,8276,223358,2847,60110,239686,8052,31743,333662,200849,595596,11309,3749,580446,61,916,17306,239547,314391,480,13810,44891,20222,71206,91428,83087,297110,105287,108736,190893,37632,63125,0.9188774266915767,41.68602771253544
68,Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,15401,40641,1580,21654,373696,21007,394703,350601,65931,38697,1114645,355531,195796,99898,3120,56603,14047,5031,149998,1113,31220,159866,4837,29053,230762,88774,321312,3292,1604,311073,50,183,3924,148230,142226,299,9814,6515,5547,39429,44976,40886,154724,53562,60276,109253,18748,37245,0.8860742306395439,46.07561644887533
69,Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,866970,823430,745056,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,384416,144648,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,28,2201,11715,58718,1093,14073,401793,43357,445150,356401,25989,15386,1139615,361114,188447,177516,2436,51858,19539,4204,122353,1022,28736,130592,4035,13210,111597,108435,326865,4776,7220,315573,17,527,7913,159662,142448,323,4264,29710,12920,37799,50719,44945,153832,53447,55440,108403,22757,33601,0.9497791157710186,44.07572172266919
70,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821,12938,44491,1186,8862,175882,31763,207645,172076,48001,27261,650642,218840,130655,49052,2415,28996,9577,2869,90531,747,31048,95917,2517,12827,146148,60658,158930,3444,21038,127198,184,425,4162,58733,75362,332,9477,1875,2515,10049,12564,12890,64137,22380,28867,62457,25272,30335,0.9016272596870873,50.68077912943396
71,Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,1047559,954203,834577,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,443507,334039,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,81,4387,12302,23236,1397,23309,486278,24000,510278,340813,79891,44955,1311771,444235,242382,169936,4560,74766,21254,5950,171436,1231,23209,182773,5387,25170,206218,139028,394241,3072,1604,384905,70,148,6937,153322,218811,283,6388,9086,6090,46102,52192,52354,203093,72963,77776,126649,19067,28868,0.9108823464835871,41.692119242946966
72,Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,2329313,2158066,2155338,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,169,11534,47090,113281,5319,65548,1047552,41234,1088786,783888,170563,137780,2860455,1009424,611899,416574,11636,300530,59254,19016,452569,4200,73851,486531,14946,43081,704604,235903,884913,8410,2224,859607,349,546,13393,412398,346397,1258,19775,30900,20753,102414,123167,108433,441220,157322,175465,278421,58731,142744,0.926481756638116,48.03111125670464
73,Bihar,Munger,25.198537962962963,86.54173672839504,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,49141,90461,2653,17946,222281,85782,308063,226699,101907,64469,860147,316713,188319,112707,3755,56958,24259,6558,138260,2838,69973,149671,4853,20065,236192,109560,248457,11182,48900,184033,118,862,6270,93833,126411,419,20237,7168,4944,23445,28389,30778,130791,47936,52077,85773,18796,43505,0.8761153350771768,58.62242417374329
74,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893,87796,180651,10290,73012,998694,120700,1119394,1092952,194920,138916,3016735,1079189,697108,548802,23333,259307,94249,30120,499073,11643,172027,547479,18286,78566,848646,346386,911967,22474,6804,874936,209,570,14071,414460,446177,1455,44121,27130,22443,104046,126489,114417,459200,164807,179976,297357,64817,87226,0.8995322249640653,52.264103233826184
